img,title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
/games/boxart/full_5563178AmericaFrontccc.jpg,Grand Theft Auto V,PS4,Action,Rockstar Games,Rockstar North,97.0,19.39,6.06,0.6,9.71,3.02,2014-11-18,2018-01-03
/games/boxart/full_4990510AmericaFrontccc.jpg,Call of Duty: Black Ops 3,PS4,Shooter,Activision,Treyarch,81.0,15.09,6.18,0.41,6.05,2.44,2015-11-06,2018-01-14
/games/boxart/full_4653215AmericaFrontccc.jpg,Red Dead Redemption 2,PS4,Action-Adventure,Rockstar Games,Rockstar Games,98.0,13.94,5.26,0.21,6.21,2.26,2018-10-26,2018-11-02
/games/boxart/full_1977964AmericaFrontccc.jpg,Call of Duty: Black Ops II,X360,Shooter,Activision,Treyarch,84.0,13.86,8.27,0.07,4.32,1.2,2012-11-13,2018-04-07
/games/boxart/full_4649679AmericaFrontccc.png,Call of Duty: Black Ops II,PS3,Shooter,Activision,Treyarch,80.0,13.8,4.99,0.65,5.88,2.28,2012-11-13,2018-04-07
/games/boxart/full_4380292AmericaFrontccc.jpg,Call of Duty: WWII,PS4,Shooter,Activision,Sledgehammer Games,81.0,13.4,4.67,0.4,6.21,2.12,2017-11-03,2017-12-31
/games/boxart/full_5257064AmericaFrontccc.jpg,FIFA 18,PS4,Sports,EA Sports,EA Vancouver,83.0,11.8,1.27,0.15,8.64,1.73,2017-09-29,2018-04-02
/games/boxart/full_7661370AmericaFrontccc.jpg,FIFA 17,PS4,Sports,Electronic Arts,EA Canada,89.0,10.94,1.26,0.12,7.95,1.61,2016-09-27,2018-03-28
/games/boxart/full_8522439AmericaFrontccc.jpg,Call of Duty: Ghosts,X360,Shooter,Activision,Infinity Ward,69.0,10.41,6.76,0.04,2.64,0.98,2013-11-05,2018-03-21
/games/boxart/full_3698558AmericaFrontccc.jpg,Call of Duty: Ghosts,PS3,Shooter,Activision,Infinity Ward,75.0,10.13,4.11,0.39,4.01,1.62,2013-11-05,2018-03-21
/games/boxart/full_halo-reach_6AmericaFront.jpg,Halo: Reach,X360,Shooter,Microsoft Game Studios,Bungie,93.0,9.97,7.08,0.08,2.01,0.8,2010-09-14,2018-10-11
/games/boxart/full_the-elder-scrolls-v-skyrim_554AmericaFront.jpg,The Elder Scrolls V: Skyrim,X360,Role-Playing,Bethesda Softworks,Bethesda Game Studios,93.0,8.88,5.1,0.1,2.83,0.85,2011-11-11,2018-04-01
/games/boxart/full_8047513AmericaFrontccc.jpg,Grand Theft Auto V,XOne,Action,Rockstar Games,Rockstar North,90.0,8.72,4.7,0.01,3.25,0.76,2014-11-18,2018-04-11
/games/boxart/full_5706058AmericaFrontccc.jpg,Call of Duty: Infinite Warfare,PS4,Shooter,Activision,Infinity Ward,79.0,8.48,3.11,0.19,3.83,1.36,2016-11-04,2018-01-14
/games/boxart/full_2507140AmericaFrontccc.jpg,Fallout 4,PS4,Role-Playing,Bethesda Softworks,Bethesda Game Studios,86.0,8.48,2.91,0.27,3.97,1.34,2015-11-10,2018-03-24
/games/boxart/full_862315AmericaFrontccc.jpg,FIFA 16,PS4,Sports,EA Sports,EA Canada,85.0,8.22,1.15,0.07,5.77,1.23,2015-09-22,2018-04-01
/games/boxart/full_4873252AmericaFrontccc.jpg,Star Wars Battlefront (2015),PS4,Shooter,Electronic Arts,EA DICE,71.0,8.03,3.31,0.23,3.19,1.3,2015-11-17,2018-03-24
/games/boxart/full_514368AmericaFrontccc.jpg,Call of Duty: Advanced Warfare,PS4,Shooter,Activision,Sledgehammer Games,85.0,7.53,2.84,0.14,3.34,1.22,2014-11-04,2018-01-04
/games/boxart/full_9032449AmericaFrontccc.png,Battlefield 1,PS4,Shooter,Electronic Arts,EA DICE,91.0,7.26,2.2,0.29,3.65,1.12,2016-10-21,2018-03-24
/games/boxart/full_7776699AmericaFrontccc.jpeg,Assassin's Creed III,PS3,Action-Adventure,Ubisoft,Ubisoft Montreal,88.0,6.5,2.65,0.16,2.61,1.08,2012-10-30,2018-04-12
/games/boxart/full_the-elder-scrolls-v-skyrim_425AmericaFront.jpg,The Elder Scrolls V: Skyrim,PS3,Role-Playing,Bethesda Softworks,Bethesda Game Studios,90.0,6.49,2.57,0.25,2.68,0.99,2011-11-11,2018-04-01
/games/boxart/full_6776646AmericaFrontccc.jpg,Minecraft,PS4,Misc,Sony Computer Entertainment,Mojang,94.0,6.33,1.89,0.35,3.13,0.96,2014-10-07,2018-09-14
/games/boxart/full_189344AmericaFrontccc.jpg,FIFA 15,PS4,Sports,EA Sports,EA Canada,81.0,6.32,0.83,0.05,4.49,0.94,2014-09-23,2018-03-23
/games/boxart/full_5252150AmericaFrontccc.jpg,Assassin's Creed II,PS3,Action,Ubisoft,Ubisoft Montreal,90.0,5.57,2.54,0.21,1.95,0.86,2009-11-17,2018-01-03
/games/boxart/full_6401955AmericaFrontccc.jpg,Call of Duty: Advanced Warfare,XOne,Shooter,Activision,Sledgehammer Games,83.0,5.22,3.25,0.01,1.49,0.48,2014-11-04,2018-01-01
/games/boxart/full_601699AmericaFrontccc.png,Battlefield 1,XOne,Shooter,Electronic Arts,EA DICE,93.0,5.13,3.37,0.02,1.26,0.48,2016-10-21,2018-03-24
/games/boxart/full_1882754JapanFrontccc.jpg,Final Fantasy XV,PS4,Role-Playing,Square Enix,Square Enix,81.0,5.07,1.81,1.05,1.53,0.68,2016-11-29,2018-05-04
/games/boxart/full_4876777AmericaFrontccc.jpg,Fallout 4,XOne,Role-Playing,Bethesda Softworks,Bethesda Game Studios,84.0,5.03,2.94,0.02,1.62,0.45,2015-11-10,2018-03-24
/games/boxart/full_2431298AmericaFrontccc.jpg,FIFA 15,PS3,Sports,EA Sports,EA Canada,69.0,4.56,0.59,0.04,3.25,0.68,2014-09-23,2018-03-23
/games/boxart/full_8847041AmericaFrontccc.jpg,Overwatch,PS4,Shooter,Blizzard Entertainment,Blizzard Entertainment,88.0,4.54,1.84,0.17,1.8,0.73,2016-05-24,2018-03-24
/games/boxart/full_4034633AmericaFrontccc.jpg,Call of Duty: Advanced Warfare,X360,Shooter,Activision,High Moon Studios,91.0,4.34,2.81,0.0,1.13,0.41,2014-11-04,2018-01-04
/games/boxart/full_4650769AmericaFrontccc.jpg,Call of Duty: Advanced Warfare,PS3,Shooter,Activision,High Moon Studios,91.0,4.27,1.59,0.2,1.81,0.67,2014-11-04,2018-01-04
/games/boxart/full_9732403AmericaFrontccc.jpg,Call of Duty: Ghosts,PS4,Shooter,Activision,Infinity Ward,75.0,4.17,1.79,0.05,1.64,0.69,2013-11-15,2018-03-21
/games/boxart/full_8451662AmericaFrontccc.jpg,Star Wars Battlefront (2015),XOne,Shooter,Electronic Arts,EA DICE,69.0,4.15,2.49,0.02,1.26,0.38,2015-11-17,2018-03-24
/games/boxart/full_2497280AmericaFrontccc.jpg,Batman: Arkham Knight,PS4,Action,Warner Bros. Interactive,Rocksteady Studios,81.0,4.11,1.65,0.11,1.68,0.66,2015-06-23,2018-01-04
/games/boxart/full_914135AmericaFrontccc.jpg,Far Cry 4,PS4,Shooter,Ubisoft,Ubisoft Montreal,84.0,4.06,1.18,0.11,2.14,0.63,2014-11-18,2018-01-23
/games/boxart/full_6414423AmericaFrontccc.jpg,NBA 2K16,PS4,Sports,2K Sports,Visual Concepts,87.0,3.98,2.56,0.05,0.66,0.71,2015-09-29,2018-03-28
/games/boxart/full_2414906AmericaFrontccc.jpg,Far Cry 5,PS4,Action,Ubisoft,Ubisoft,79.0,3.95,1.44,0.15,1.73,0.62,2018-03-27,2018-02-28
/games/boxart/full_8649362AmericaFrontccc.jpg,Battlefield 4,PS4,Shooter,Electronic Arts,EA DICE,83.0,3.94,1.4,0.19,1.74,0.62,2013-11-15,2018-01-09
/games/boxart/full_270231AmericaFrontccc.jpg,Assassin's Creed IV: Black Flag,PS3,Action-Adventure,Ubisoft,Ubisoft Montreal,87.0,3.94,1.34,0.13,1.86,0.62,2013-10-29,2018-03-14
/games/boxart/full_5853156AmericaFrontccc.jpg,Battlefield 4,PS3,Shooter,Electronic Arts,EA DICE,87.0,3.64,1.31,0.27,1.5,0.55,2013-10-29,2018-01-04
/games/boxart/full_7518379AmericaFrontccc.jpg,Assassin's Creed Syndicate,PS4,Action,Ubisoft,Ubisoft Quebec,86.0,3.6,0.9,0.08,2.06,0.55,2015-10-23,2018-05-04
/games/boxart/full_162643AmericaFrontccc.jpg,Battlefield 4,X360,Shooter,Electronic Arts,EA DICE,87.0,3.54,2.16,0.02,1.05,0.32,2013-10-29,2018-01-04
/games/boxart/full_1333599AmericaFrontccc.jpg,NBA 2K17,PS4,Sports,2K Sports,Visual Concepts,90.0,3.52,2.28,0.03,0.59,0.63,2016-09-16,2018-03-28
/games/boxart/full_1508066AmericaFrontccc.jpg,Halo: The Master Chief Collection,XOne,Shooter,Microsoft Studios,343 Industries,88.0,3.44,2.06,0.03,1.04,0.31,2014-11-11,2018-03-24
/games/boxart/full_7599322AmericaFrontccc.jpg,The Elder Scrolls V: Skyrim Special Edition,PS4,Role-Playing,Bethesda Softworks,Bethesda Softworks,83.0,3.36,1.24,0.08,1.5,0.54,2016-10-28,2018-04-01
/games/boxart/full_4496262AmericaFrontccc.jpg,Assassin's Creed IV: Black Flag,X360,Action-Adventure,Ubisoft,Ubisoft Montreal,85.0,3.34,1.9,0.01,1.14,0.3,2013-10-29,2018-03-22
/games/boxart/full_2457781AmericaFrontccc.jpg,NBA 2K18,PS4,Sports,2K Sports,Visual Concepts,81.0,3.34,2.13,0.04,0.57,0.59,2017-09-19,2018-04-02
/games/boxart/full_4303408AmericaFrontccc.jpg,Assassin's Creed IV: Black Flag,PS4,Action-Adventure,Ubisoft,Ubisoft Montreal,83.0,3.19,1.07,0.06,1.55,0.51,2013-11-15,2018-03-14
/games/boxart/full_1336415AmericaFrontccc.jpg,Assassin's Creed Odyssey,PS4,Action-Adventure,Ubisoft,Ubisoft Quebec,95.0,3.18,1.18,0.09,1.4,0.51,2018-10-05,2018-11-17
/games/boxart/full_6335056AmericaFrontccc.jpg,Tom Clancy's Ghost Recon Wildlands,PS4,Shooter,Ubisoft,Ubisoft Paris,70.0,3.12,1.07,0.22,1.35,0.47,2017-03-07,2018-04-01
/games/boxart/full_3710885AmericaFrontccc.jpg,NBA 2K13,X360,Sports,2K Sports,Visual Concepts,86.0,3.11,2.62,0.01,0.21,0.28,2012-10-02,2018-01-04
/games/boxart/full_2141889AmericaFrontccc.jpg,Saints Row 2,X360,Action,THQ,Volition Inc.,79.0,3.07,1.98,0.02,0.79,0.28,2008-10-14,2018-04-02
/games/boxart/full_9483980AmericaFrontccc.jpg,Mafia III,PS4,Action-Adventure,2K Games,Hangar 13,69.0,2.87,0.72,0.04,1.67,0.44,2016-10-07,2018-04-02
/games/boxart/full_7001861AmericaFrontccc.jpg,Need for Speed: Most Wanted (2012),PS3,Racing,Electronic Arts,Criterion Games,85.0,2.74,0.71,0.06,1.52,0.45,2012-10-30,2018-12-19
/games/boxart/full_7928945AmericaFrontccc.jpg,Far Cry: Primal,PS4,Action-Adventure,Ubisoft,Ubisoft Montreal,72.0,2.73,0.63,0.07,1.61,0.41,2016-02-23,2018-04-03
/games/boxart/full_3739493AmericaFrontccc.jpg,Need for Speed (2015),PS4,Racing,Electronic Arts,Ghost Games,70.0,2.72,0.59,0.06,1.66,0.41,2015-11-03,2018-04-03
/games/boxart/full_9644271AmericaFrontccc.jpg,NBA 2K13,PS3,Sports,2K Sports,Visual Concepts,89.0,2.63,1.74,0.05,0.46,0.39,2012-10-02,2018-01-04
/games/boxart/full_9186411AmericaFrontccc.jpg,LittleBigPlanet,PSP,Platform,Sony Computer Entertainment,SCEE Cambridge,88.0,2.61,0.65,0.01,1.27,0.68,2009-11-17,2018-12-03
/games/boxart/full_5792466AmericaFrontccc.jpg,FIFA 16,PS3,Sports,EA Sports,EA Canada,90.0,2.55,0.43,0.05,1.68,0.38,2015-09-22,2018-04-01
/games/boxart/full_7814840AmericaFrontccc.jpg,Tomb Raider (2013),PS3,Action,Square Enix,Crystal Dynamics,89.0,2.51,0.6,0.08,1.45,0.38,2013-03-05,2018-01-06
/games/boxart/full_6722413AmericaFrontccc.jpg,Kinect: Disneyland Adventures,X360,Action-Adventure,Microsoft Studios,Frontier Developments,85.0,2.41,1.73,0.02,0.43,0.23,2011-11-15,2018-09-29
/games/boxart/full_5737361AmericaFrontccc.jpg,Dragon Age: Inquisition,PS4,Role-Playing,Electronic Arts,BioWare Edmonton,86.0,2.34,1.07,0.08,0.8,0.38,2014-11-18,2019-01-05
/games/boxart/full_8736251AmericaFrontccc.jpg,No Man's Sky,PS4,Action-Adventure,Hello Games,Hello Games,68.0,2.26,0.89,0.04,0.97,0.37,2016-08-09,2018-04-04
/games/boxart/full_6891468AmericaFrontccc.jpg,Need for Speed: Payback,PS4,Racing,Electronic Arts,Ghost Games,58.0,2.18,0.62,0.04,1.18,0.34,2017-11-10,2018-04-04
/games/boxart/full_3596609AmericaFrontccc.jpg,Dragon Quest XI: Echoes of an Elusive Age,PS4,Role-Playing,Square Enix,Square Enix,95.0,2.04,0.29,1.43,0.22,0.1,2018-09-04,2018-09-11
/games/boxart/full_dance-central-2_712AmericaFront.jpg,Dance Central 2,X360,Music,Microsoft,Harmonix Music Systems,86.0,2.04,1.45,0.01,0.41,0.16,2011-10-25,2018-08-10
/games/boxart/full_1113491AmericaFrontccc.jpg,Just Cause 3,PS4,Action-Adventure,Square Enix,Avalanche Studios,75.0,1.98,0.53,0.09,1.07,0.3,2015-12-01,2018-04-04
/games/boxart/4651741ccc.jpg,The Legend of Zelda: Oracle of Ages,GBC,Adventure,Nintendo,Flagship,94.0,1.92,0.92,0.41,0.53,0.06,2001-05-13,2018-01-06
/games/boxart/full_6890376AmericaFrontccc.jpg,Tomb Raider (2013),X360,Action,Square Enix,Crystal Dynamics,85.0,1.9,0.86,0.01,0.87,0.16,2013-03-05,2018-01-06
/games/boxart/full_8777882AmericaFrontccc.jpg,Minecraft,NS,Sandbox,Mojang,4J Studios,92.0,1.89,0.69,0.52,0.56,0.12,2018-06-21,2019-01-26
/games/boxart/full_2363163AmericaFrontccc.jpg,The Legend of Zelda: Oracle of Seasons,GBC,Adventure,Nintendo,Flagship,93.0,1.86,0.87,0.41,0.52,0.06,2001-05-13,2018-01-06
/games/boxart/full_308626AmericaFrontccc.jpg,The Evil Within,PS4,Action,Bethesda Softworks,Tango Gameworks,77.0,1.86,0.56,0.11,0.9,0.28,2014-10-14,2018-03-13
/games/boxart/full_631964AmericaFrontccc.jpg,Forza Horizon 4,XOne,Racing,Microsoft Studios,Playground Games,92.0,1.84,0.74,0.01,0.95,0.15,2018-10-02,2018-10-01
/games/boxart/full_9962375AmericaFrontccc.jpg,BioShock Infinite,PS3,Shooter,2K Games,Irrational Games,95.0,1.82,0.74,0.04,0.74,0.3,2013-03-26,2018-01-09
/games/boxart/full_1841380AmericaFrontccc.png,Titanfall 2,PS4,Shooter,Electronic Arts,Respawn Entertainment,89.0,1.72,0.75,0.06,0.62,0.28,2016-10-28,2018-06-29
/games/boxart/full_8358488AmericaFrontccc.jpg,Call of Duty Black Ops: Declassified,PSV,Shooter,Activision,Nihilistic,32.0,1.71,0.74,0.07,0.52,0.38,2012-11-13,2018-09-24
/games/boxart/full_7672549AmericaFrontccc.jpg,Far Cry 4,XOne,Shooter,Ubisoft,Ubisoft Montreal,85.0,1.68,0.85,0.02,0.68,0.14,2014-11-18,2018-01-23
/games/boxart/full_5633056AmericaFrontccc.jpg,Saints Row 2,PS3,Action,THQ,Volition Inc.,79.0,1.68,0.88,0.02,0.54,0.24,2008-10-14,2018-04-02
/games/boxart/full_7449241AmericaFrontccc.jpg,Army of Two,X360,Shooter,Electronic Arts,EA Montreal,67.0,1.64,1.09,0.02,0.37,0.16,2008-03-07,2018-02-03
/games/boxart/full_2046408AmericaFrontccc.jpg,Ape Escape,PS,Platform,Sony Computer Entertainment,SCE Japan Studio,93.0,1.63,0.71,0.32,0.48,0.11,1999-05-31,2018-09-16
/games/boxart/full_8089384AmericaFrontccc.png,The Order: 1886,PS4,Shooter,Sony Computer Entertainment,Ready at Dawn,62.0,1.62,0.44,0.07,0.86,0.25,2015-02-20,2018-01-02
/games/boxart/full_9784025AmericaFrontccc.jpg,Need for Speed: Most Wanted (2012),X360,Racing,Electronic Arts,Criterion Games,85.0,1.54,0.62,0.01,0.79,0.12,2012-10-30,2018-12-19
/games/boxart/full_9390152AmericaFrontccc.jpg,Forza Motorsport 7,XOne,Racing,Microsoft Studios,Turn 10 Studios,89.0,1.52,0.58,0.01,0.81,0.12,2017-10-03,2018-01-12
/games/boxart/full_6977688AmericaFrontccc.jpg,Metal Gear Rising: Revengeance,PS3,Action,Konami Digital Entertainment,PlatinumGames,90.0,1.5,0.47,0.44,0.41,0.18,2013-02-19,2018-01-12
/games/boxart/full_3850570AmericaFrontccc.png,Minecraft,WiiU,Misc,Mojang,4J Studios,55.0,1.47,0.5,0.38,0.49,0.09,2016-06-17,2018-08-05
/games/boxart/full_2824502AmericaFrontccc.jpg,Wolfenstein II: The New Colossus,PS4,Shooter,Bethesda Softworks,MachineGames,90.0,1.36,0.55,0.01,0.58,0.22,2017-10-27,2018-05-10
/games/boxart/full_1517894AmericaFrontccc.jpg,Fallout 76,PS4,Role-Playing,Bethesda Softworks,Bethesda Game Studios,51.0,1.32,0.52,0.1,0.49,0.2,2018-11-14,2018-12-02
/games/boxart/full_6724026AmericaFrontccc.jpg,The Last Guardian,PS4,Action-Adventure,Sony Interactive Entertainment,SIE Japan Studio,79.0,1.29,0.4,0.13,0.58,0.19,2016-12-06,2018-04-04
/games/boxart/full_wwe-12_98AmericaFront.jpg,WWE '12,X360,Fighting,THQ,"Yuke's Co., Ltd.",75.0,1.27,0.74,0.0,0.4,0.12,2011-11-22,2019-01-29
/games/boxart/full_8353820AmericaFrontccc.jpg,Metal Gear Solid V: Ground Zeroes,PS4,Action-Adventure,Konami Digital Entertainment,Kojima Productions,76.0,1.2,0.36,0.17,0.5,0.17,2014-03-18,2018-03-22
/games/boxart/full_4942791AmericaFrontccc.jpg,Shadow of the Colossus,PS4,Action-Adventure,Sony Interactive Entertainment,Bluepoint Games,93.0,1.2,0.44,0.05,0.52,0.19,2018-02-06,2018-11-26
/games/boxart/full_4412075AmericaFrontccc.jpg,WWE '12,PS3,Fighting,THQ,"Yuke's Co., Ltd.",90.0,1.18,0.53,0.02,0.45,0.17,2011-11-22,2019-01-29
/games/boxart/8108434ccc.jpg,Army of Two,PS3,Shooter,Electronic Arts,EA Montreal,74.0,1.17,0.74,0.02,0.26,0.15,2008-03-07,2018-02-03
